35832;26.10.2023;;4;808715
35831;26.10.2023;;4;808713
35836;26.10.2023;;4;808710
35860;28.10.2023;;4;808709
35526;14.09.2023;;4;802351
35340;23.08.2023;;4;801719
35957;08.11.2023;;2;810105
36251;06.12.2023;;4;810105
35115;27.07.2023;;2;798871
35351;23.05.2023;;2;798785
36013;13.11.2023;;4;796631
35978;10.11.2023;;4;810985
35977;09.11.2023;;4;810974
35947;08.11.2023;;4;810438
35985;12.11.2023;;4;810274
35558;20.09.2023;;4;804693
35606;25.09.2023;;4;804689
35553;19.09.2023;;4;804688
35885;31.10.2023;;2;798574
35462;05.09.2023;;4;803214
35637;29.09.2023;;4;805236
35622;27.09.2023;;4;805093
35148;02.08.2023;;2;87203
35907;01.11.2023;;2;805487
35796;17.10.2023;;2;805124
35945;08.11.2023;;4;805124
36282;10.12.2023;;4;802689
35365;27.08.2023;;4;802394
35619;26.09.2023;;4;801485
35103;26.07.2023;;2;798360
35042;19.07.2023;;4;795984
36260;07.12.2023;;4;809971
35943;07.11.2023;;4;809932
35701;06.10.2023;;4;806319
35708;07.10.2023;;4;806268
35788;17.10.2023;;2;806009
35263;14.08.2023;;2;800454
36100;20.11.2023;;4;800454
36146;23.11.2023;;4;813247
36187;28.11.2023;;4;813244
36139;23.11.2023;;4;811856
36032;15.11.2023;;2;811840
36033;15.11.2023;;2;811675
35886;31.10.2023;;4;809186
35843;27.10.2023;;4;794180
35834;26.10.2023;;4;808637
35838;26.10.2023;;4;808558
35830;26.10.2023;;4;808537
35810;20.10.2023;;4;807499
35767;16.10.2023;;4;174322
36116;21.11.2023;;4;806245
36184;15.11.2023;;2;806245
35697;05.10.2023;;2;806228
35975;09.11.2023;;4;806228
35787;17.10.2023;;2;805521
35201;04.08.2023;;4;799744
35154;02.08.2023;;4;799567
35011;14.07.2023;;2;72943
27640;10.08.2020;;4;616186
36190;28.11.2023;;4;813550
35205;04.08.2023;;4;799837
35245;10.08.2023;;4;799836
35664;04.10.2023;;2;805541
35665;04.10.2023;;4;805541
36169;25.11.2023;;4;813312
36145;23.11.2023;;4;813264
36140;23.11.2023;;4;813250
36126;22.11.2023;;4;813118
36122;21.11.2023;;4;813090
36231;05.12.2023;;4;813038
36110;20.11.2023;;4;812906
36085;17.11.2023;;4;812834
36082;17.11.2023;;4;812832
35454;05.09.2023;;2;803140
35755;13.10.2023;;4;803140
35445;04.09.2023;;4;803139
35480;08.09.2023;;2;803139
28912;05.04.2021;;2;184133
35122;28.07.2023;;4;799255
35157;02.08.2023;;4;799244
35120;28.07.2023;;4;798781
35107;26.07.2023;;4;798631
35920;02.11.2023;;2;798631
35093;25.07.2023;;4;798629
36091;20.11.2023;;4;798621
36376;19.12.2023;;4;814277
36275;18.12.2023;;4;814276
36276;08.12.2023;;4;814276
35542;18.09.2023;;4;802540
35777;16.10.2023;;2;802540
35419;04.09.2023;;4;802534
35543;18.09.2023;;4;802524
35508;12.09.2023;;4;802489
35233;01.08.2023;;2;800220
35724;09.10.2023;;4;804674
35590;21.09.2023;;4;438273
35435;05.09.2023;;4;802924
35449;05.09.2023;;4;693305
35450;05.09.2023;;4;802913
35455;06.09.2023;;4;802909
35440;05.09.2023;;4;802884
35475;06.09.2023;;4;802882
35432;05.09.2023;;4;802694
35441;05.09.2023;;4;802692
35430;04.09.2023;;2;802581
35443;05.09.2023;;4;802542
35448;05.09.2023;;2;802542
35444;05.09.2023;;4;802516
35447;05.08.2023;;2;802516
36015;13.11.2023;;4;811105
35511;12.09.2023;;2;803442
36189;28.11.2023;;4;813542
35790;17.10.2023;;4;807248
35769;16.10.2023;;4;807169
35840;27.10.2023;;4;807166
35743;11.10.2023;;4;806654
35682;05.10.2023;;4;803473
36253;22.11.2023;;4;803446
35470;06.09.2023;;4;803338
36280;09.12.2023;;4;815295
35717;08.10.2023;;4;806243
35713;09.10.2023;;4;806239
35608;26.09.2023;;4;804993
35594;25.09.2023;;4;804971
35567;21.09.2023;;2;804918
35569;21.09.2023;;4;804918
35610;26.09.2023;;4;804452
36352;15.12.2023;;4;804425
35572;21.09.2023;;4;804419
35577;22.09.2023;;4;804417
35580;22.09.2023;;4;804414
35797;17.10.2023;;2;804375
35946;08.11.2023;;4;804375
35561;21.09.2023;;2;803448
35575;21.09.2023;;2;803212
35522;13.09.2023;;4;803211
35492;08.09.2023;;2;803210
35337;22.08.2023;;4;801767
35431;01.09.2023;;2;188337
35756;13.10.2023;;4;188337
35345;23.08.2023;;4;801749
35324;22.08.2023;;4;801732
35529;15.09.2023;;2;801732
35332;22.08.2023;;2;801721
35887;01.11.2023;;4;809197
36090;20.11.2023;;4;808841
35911;02.11.2023;;4;808655
35858;28.10.2023;;4;808289
35800;17.10.2023;;2;807666
35859;26.10.2023;;4;807616
35803;19.10.2023;;4;807605
35772;16.10.2023;;4;807174
35783;17.10.2023;;4;807167
35771;16.10.2023;;4;807164
35785;17.10.2023;;4;806872
35746;12.10.2023;;4;806550
35760;15.10.2023;;4;806528
35747;12.10.2023;;4;806467
36136;23.11.2023;;4;506887
35729;10.10.2023;;4;806238
35030;17.07.2023;;4;796506
36289;11.12.2023;;4;815164
36273;08.12.2023;;4;815160
36249;06.12.2023;;4;815129
35420;04.09.2023;;4;802917
35191;04.08.2023;;2;799786
35203;04.08.2023;;4;799753
35274;15.08.2023;;2;799753
35193;01.08.2023;;2;799707
35647;02.10.2023;;4;799707
36350;15.12.2023;;4;815782
36338;15.12.2023;;4;815783
36349;15.12.2023;;4;815784
35402;31.08.2023;;2;800735
35795;16.10.2023;;2;799649
35285;17.08.2023;;4;91920
35088;25.07.2023;;2;798228
35065;21.07.2023;;4;798207
888;21.08.2011;;2;89534
14562;07.08.2017;;4;89534
36180;24.11.2023;;2;807454
35912;01.11.2023;;2;809556
36268;01.11.2023;;4;809523
35765;16.10.2023;;4;807321
35768;16.10.2023;;4;807312
35617;26.09.2023;;4;805221
35618;26.09.2023;;4;805212
36176;27.11.2023;;4;810174
36031;15.11.2023;;4;810162
36042;15.11.2023;;2;810162
35960;08.11.2023;;4;810144
36166;24.11.2023;;4;809815
35942;07.11.2023;;4;809539
35890;31.10.2023;;4;809522
36369;19.12.2023;;4;815507
36319;14.12.2023;;2;815514
36213;04.12.2023;;2;813171
36034;14.11.2023;;4;812013
36230;05.12.2023;;4;811936
35054;20.07.2023;;2;795910
36123;21.11.2023;;4;813150
36163;13.11.2023;;2;799955
35427;01.09.2023;;2;799681
36322;12.12.2023;;2;808252
35627;27.09.2023;;4;805016
35681;05.10.2023;;4;804400
35583;20.09.2023;;4;804394
35549;19.09.2023;;4;758969
35534;14.09.2023;;4;100904
35536;17.09.2023;;4;803838
35308;19.08.2023;;4;801150
35523;14.09.2023;;4;801145
35292;17.08.2023;;4;801083
35330;22.08.2023;;4;800806
35342;23.08.2023;;2;800806
35294;18.08.2023;;4;800573
36301;12.12.2023;;2;800540
35283;16.08.2023;;4;800532
35194;04.08.2023;;4;799806
35199;04.08.2023;;4;799784
35674;04.10.2023;;4;806017
35671;04.10.2023;;4;806008
35770;16.10.2023;;4;805972
35663;04.10.2023;;4;805859
35655;03.10.2023;;4;805851
35336;22.08.2023;;4;801642
36241;06.12.2023;;4;814186
36228;05.12.2023;;2;812716
36201;30.11.2023;;2;810223
35934;04.11.2023;;4;800360
36259;06.12.2023;;2;812873
35217;07.08.2023;;4;437540
36324;14.12.2023;;4;814923
36368;19.12.2023;;4;814922
36310;13.12.2023;;2;814921
36332;15.12.2023;;2;814476
36235;18.11.2023;;4;812640
36234;18.11.2023;;4;812639
36247;06.12.2023;;4;814799
36256;06.12.2023;;4;814797
36229;05.12.2023;;4;814796
36272;08.12.2023;;4;814795
35959;08.11.2023;;4;810406
35949;08.11.2023;;4;810400
35611;26.09.2023;;4;805119
35599;25.09.2023;;4;804991
35491;08.09.2023;;4;785541
35331;22.08.2023;;4;702046
35357;23.08.2023;;4;801748
35370;28.08.2023;;4;801730
36037;15.11.2023;;4;812385
36200;30.11.2023;;2;812017
36023;14.11.2023;;4;811839
35544;18.09.2023;;4;804101
35564;21.09.2023;;4;804072
35539;18.09.2023;;2;804064
35516;13.09.2023;;4;803885
35515;13.09.2023;;4;802531
35376;28.08.2023;;2;802496
35198;04.08.2023;;4;799777
35183;03.08.2023;;4;799509
35913;02.11.2023;;4;809985
35971;09.11.2023;;2;809985
35926;03.11.2023;;4;809978
35281;16.08.2023;;4;800455
36074;17.11.2023;;4;812633
36072;16.11.2023;;4;812630
35159;02.08.2023;;2;799561
30011;22.09.2021;;4;518822
26561;03.04.2020;;4;366683
29097;08.05.2021;;4;338845
36347;15.12.2023;;4;408511
27659;12.08.2020;;4;377350
20792;24.10.2018;;4;433274
35029;17.07.2023;;4;179599
36129;22.11.2023;;4;387100
34601;05.05.2023;;4;414902
35374;28.08.2023;;2;766035
35870;30.10.2023;;4;766035
33872;11.10.2022;;4;762996
33844;10.10.2022;;4;759586
33725;20.09.2022;;4;760631
33843;10.10.2022;;4;760564
33455;26.08.2022;;2;755525
33396;19.08.2022;;4;754697
34590;03.05.2023;;4;752354
35585;25.09.2023;;4;752347
34236;25.01.2023;;4;752324
34869;22.06.2023;;4;745037
32938;22.06.2022;;2;744510
32979;27.06.2022;;2;743825
35195;04.08.2023;;4;705543
32719;20.05.2022;;4;735285
32731;20.05.2022;;4;735305
32725;20.05.2022;;4;735277
32724;20.05.2022;;4;735278
33925;18.10.2022;;2;766630
33924;18.10.2022;;2;766629
33216;22.07.2022;;4;749548
33135;13.07.2022;;2;747856
33165;18.07.2022;;4;739075
34504;07.04.2023;;4;669135
4810;06.06.2016;;2;168842
16263;07.08.2017;;4;168842
31722;01.02.2022;;4;693040
33467;30.08.2022;;2;699989
35099;26.07.2023;;2;616124
31248;15.12.2021;;2;270030
28114;13.11.2020;;4;608767
27392;22.06.2020;;4;585346
26760;05.05.2020;;4;571903
25921;09.12.2019;;2;571014
25551;21.10.2019;;4;558288
26403;25.03.2020;;4;509542
23717;03.06.2019;;4;506907
36164;24.11.2023;;2;506907
30445;22.10.2021;;4;476920
21708;07.02.2019;;4;463195
25886;03.12.2019;;4;443425
21014;04.11.2018;;4;434776
34583;27.04.2023;;2;409169
36102;20.11.2023;;4;409169
26557;03.04.2020;;4;423224
34723;05.06.2023;;4;461105
19745;10.08.2018;;4;397214
26545;03.04.2020;;4;423217
27846;28.09.2020;;2;415349
27387;22.06.2020;;4;413355
33923;18.10.2022;;2;766641
33373;17.08.2022;;2;753362
36238;06.12.2023;;4;753362
33903;14.10.2022;;4;752611
33325;09.08.2022;;4;752613
33293;03.08.2022;;4;751448
33241;26.07.2022;;2;749570
33122;13.07.2022;;2;747954
34765;08.06.2023;;4;747954
33385;18.08.2022;;4;744152
32928;22.06.2022;;4;744103
32233;21.03.2022;;4;720959
28082;10.11.2020;;2;627477
28081;10.11.2020;;2;627478
33839;07.10.2022;;4;627478
31848;11.02.2022;;4;623421
31899;16.02.2022;;2;623421
31937;18.02.2022;;4;624658
34818;15.06.2023;;4;101723
33447;26.08.2022;;2;478079
33466;30.08.2022;;4;478079
1794;13.04.2012;;2;100148
15065;07.08.2017;;4;100148
20320;26.09.2018;;2;383904
15117;07.08.2017;;4;101315
1445;08.11.2011;;2;96022
14922;07.08.2017;;4;96022
16435;07.08.2017;;4;180049
28800;11.03.2021;;2;178618
35993;15.11.2023;;2;94458
36052;16.11.2023;;4;94458
35986;15.11.2023;;2;188595
36055;16.11.2023;;4;188595
1888;15.05.2012;;2;100923
24464;10.07.2019;;4;511822
11302;28.07.2017;;4;109657
12792;28.07.2017;;4;178444
13344;28.07.2017;;4;187456
13342;28.07.2017;;4;187449
29538;26.07.2021;;2;397543
29539;26.07.2021;;4;397543
12576;28.07.2017;;4;175842
33439;24.08.2022;;4;753695
34520;12.04.2023;;4;753698
34338;15.02.2023;;4;747967
33126;12.07.2022;;4;747938
36222;05.12.2023;;4;745611
35139;01.08.2023;;4;745450
35152;02.08.2023;;2;745450
34198;16.01.2023;;4;725306
32413;08.04.2022;;4;724889
35416;04.09.2023;;4;724895
33928;18.10.2022;;4;717555
33292;03.08.2022;;4;706731
31292;18.12.2021;;4;697673
31284;17.12.2021;;4;697925
31265;16.12.2021;;4;697369
31895;16.02.2022;;2;697369
31264;16.12.2021;;4;697368
31896;16.02.2022;;2;697368
31004;30.11.2021;;2;695011
30968;26.11.2021;;4;693398
29686;18.08.2021;;4;676490
23301;20.04.2019;;4;496314
33957;28.10.2022;;2;767098
33746;23.09.2022;;2;759212
34426;20.03.2023;;4;759212
34372;01.03.2023;;2;753972
33224;22.07.2022;;4;748502
33221;22.07.2022;;4;689813
33219;22.07.2022;;4;748487
35051;19.07.2023;;2;745605
33109;11.07.2022;;2;745185
35255;13.08.2023;;4;741329
34327;13.02.2023;;4;727529
34909;04.07.2023;;4;727528
36341;15.12.2023;;2;724536
32550;26.04.2022;;4;723833
32103;03.03.2022;;4;713923
32132;04.03.2022;;2;717198
33240;19.07.2022;;2;713927
35929;03.11.2023;;4;699186
33784;04.10.2022;;4;689178
34104;02.12.2022;;2;689178
32094;02.03.2022;;2;680726
29776;06.09.2021;;4;681575
29648;11.08.2021;;2;668282
28327;02.01.2021;;2;632917
34619;11.05.2023;;4;632917
29540;05.07.2021;;2;669571
33365;16.08.2022;;4;640955
29348;18.06.2021;;4;641941
32784;03.06.2022;;2;641941
33922;18.10.2022;;2;458853
35105;26.07.2023;;2;630594
26292;20.02.2020;;2;586712
26735;04.05.2020;;4;586712
26020;24.12.2019;;4;574947
26066;14.01.2020;;4;574630
25408;08.10.2019;;4;555059
26042;01.01.2020;;4;554928
33572;15.09.2022;;4;87615
34323;10.02.2023;;2;87615
35197;04.08.2023;;4;758690
36257;06.12.2023;;2;758562
35602;25.09.2023;;4;727015
32698;18.05.2022;;4;727076
32526;21.04.2022;;4;727046
32522;21.04.2022;;4;481604
32524;21.04.2022;;4;481602
32597;05.05.2022;;4;716798
30920;23.11.2021;;2;688641
35705;06.10.2023;;4;688641
31153;08.12.2021;;2;688583
30329;12.10.2021;;2;687285
29955;21.09.2021;;4;684959
29911;21.09.2021;;4;684095
33086;06.07.2022;;4;681346
29844;15.09.2021;;4;682591
36214;04.12.2023;;4;278068
29623;06.08.2021;;4;664626
29079;29.04.2021;;2;656292
29566;31.07.2021;;4;655010
34888;27.06.2023;;4;625851
32283;23.03.2022;;4;720618
35299;18.08.2023;;4;713226
32403;07.04.2022;;2;714076
32449;14.04.2022;;4;714076
31663;21.01.2022;;4;705527
32791;03.06.2022;;4;692965
30752;16.11.2021;;2;691966
29068;27.04.2021;;2;626245
29412;27.06.2021;;4;665521
31394;06.01.2022;;4;651339
35377;28.08.2023;;2;651339
33866;11.10.2022;;4;650872
35121;28.07.2023;;2;650872
29186;21.05.2021;;4;644341
28430;14.01.2021;;4;638485
36150;23.11.2023;;2;638485
29031;20.04.2021;;2;637456
35246;11.08.2023;;4;632800
32770;01.06.2022;;4;626528
36215;04.12.2023;;2;626528
32769;01.06.2022;;4;621423
32493;21.04.2022;;4;620885
27665;17.08.2020;;4;618814
29116;12.05.2021;;2;618781
25219;22.09.2019;;4;550167
10932;28.07.2017;;4;105327
32401;08.04.2022;;4;725261
34524;17.04.2023;;4;725251
35289;17.08.2023;;2;725251
32674;13.05.2022;;4;720900
33833;08.10.2022;;4;544897
35091;25.07.2023;;4;716788
32795;03.06.2022;;4;698812
31753;04.02.2022;;4;709192
10011;01.05.2017;;2;187862
35979;10.11.2023;;4;456716
33563;13.09.2022;;2;656192
33565;13.09.2022;;4;656192
28657;18.02.2021;;4;644512
28509;27.01.2021;;2;642206
28576;05.02.2021;;4;636499
27958;20.10.2020;;2;626960
35307;19.08.2023;;4;621051
25832;21.11.2019;;2;562635
25532;17.10.2019;;4;558049
26421;01.04.2020;;4;557191
25513;14.10.2019;;4;557186
25516;14.10.2019;;4;557112
19691;06.08.2018;;4;191308
33076;06.07.2022;;4;746325
32932;22.06.2022;;4;744363
34731;06.06.2023;;4;740537
32341;04.04.2022;;2;723764
33835;08.10.2022;;4;723764
32177;11.03.2022;;4;548311
32204;17.03.2022;;4;715149
31719;01.02.2022;;4;701715
31702;01.02.2022;;4;701685
31704;01.02.2022;;4;705436
31711;01.02.2022;;4;705340
35657;02.10.2023;;4;705432
34894;28.06.2023;;4;698397
32227;22.03.2022;;4;695568
30363;15.10.2021;;4;688540
30323;12.10.2021;;2;687392
34184;16.01.2023;;4;687392
34685;30.05.2023;;4;678709
34691;30.05.2023;;4;678711
34686;30.05.2023;;4;678707
34876;26.06.2023;;4;678710
29705;23.08.2021;;4;677679
35364;26.08.2023;;4;672542
29433;05.07.2021;;4;607592
36062;16.11.2023;;4;607584
32782;02.06.2022;;2;591108
35686;01.09.2023;;4;591108
26352;13.03.2020;;2;590272
27045;13.03.2020;;4;590272
28738;19.02.2021;;4;562258
35279;16.08.2023;;4;764579
33555;13.09.2022;;4;758980
33807;06.10.2022;;4;757878
33243;26.07.2022;;4;749064
33130;13.07.2022;;2;747824
33019;04.07.2022;;4;746321
32978;27.06.2022;;4;745034
33088;07.07.2022;;4;745022
33209;22.07.2022;;2;744663
34671;26.05.2023;;4;741930
32856;08.06.2022;;2;741729
32871;10.06.2022;;4;741729
32857;08.06.2022;;4;735795
32729;20.05.2022;;4;700308
36345;15.12.2023;;4;731103
36353;15.12.2023;;4;731101
32627;06.05.2022;;4;644085
36343;15.12.2023;;4;731104
27766;07.09.2020;;4;615280
35904;01.11.2023;;4;725298
32217;18.03.2022;;4;719014
32158;09.03.2022;;2;717834
32050;01.03.2022;;4;716760
34789;13.06.2023;;2;709961
31168;09.12.2021;;4;696906
31806;08.02.2022;;4;695736
31114;07.12.2021;;2;693237
30489;25.10.2021;;4;688025
35180;03.08.2023;;2;685530
35524;14.09.2023;;4;619181
27112;28.05.2020;;4;588457
26972;15.05.2020;;4;588455
29260;01.06.2021;;2;624206
28637;16.02.2021;;2;624082
27736;31.08.2020;;2;620379
28531;28.01.2021;;4;620379
25633;30.10.2019;;4;560490
20176;17.09.2018;;4;388475
33004;30.06.2022;;2;727731
32311;28.03.2022;;2;721209
32344;04.04.2022;;4;721190
36290;11.12.2023;;2;720842
32262;22.03.2022;;4;717906
32230;21.03.2022;;4;717901
32417;11.04.2022;;4;718489
33129;13.07.2022;;4;713925
31705;01.02.2022;;4;707360
31720;01.02.2022;;4;701717
36036;15.11.2023;;4;701125
35896;01.11.2023;;4;701650
31574;18.01.2022;;4;701134
31498;17.01.2022;;4;700128
31707;01.02.2022;;4;700551
31500;17.01.2022;;4;700329
31568;18.01.2022;;4;701459
34207;18.01.2023;;4;700660
31453;12.01.2022;;4;702221
34850;20.06.2023;;2;702189
17838;26.01.2018;;2;304509
36141;22.11.2023;;4;700071
35338;23.08.2023;;2;698384
35397;30.08.2023;;2;698821
4290;07.08.2015;;2;113629
35247;11.08.2023;;4;696892
31283;17.12.2021;;4;696896
31434;11.01.2022;;2;696896
30888;23.11.2021;;4;693830
30766;17.11.2021;;4;692695
30776;17.11.2021;;4;692628
30810;18.11.2021;;4;692617
30775;17.11.2021;;4;692644
30778;17.11.2021;;4;692630
30777;17.11.2021;;4;692618
28917;06.04.2021;;2;650866
28499;26.01.2021;;4;634334
28364;22.12.2020;;4;635598
35098;26.07.2023;;2;635682
36172;26.11.2023;;4;628617
34718;05.06.2023;;4;628618
28964;09.04.2021;;2;627624
34480;04.04.2023;;4;627624
35467;29.08.2023;;4;607252
35383;29.08.2023;;4;582391
26205;03.02.2020;;2;570188
25899;04.12.2019;;2;570187
33110;11.07.2022;;4;169277
33914;18.10.2022;;2;763582
33196;21.07.2022;;4;748746
33762;27.09.2022;;4;748741
32908;20.06.2022;;4;744111
33314;07.08.2022;;4;742025
36299;12.12.2023;;4;720619
29182;19.05.2021;;4;659081
29380;25.06.2021;;2;659081
29112;12.05.2021;;4;656343
29114;12.05.2021;;4;656287
29111;12.05.2021;;4;656289
28693;19.02.2021;;4;644135
28773;03.03.2021;;2;644135
28421;14.01.2021;;2;639179
35748;12.10.2023;;2;632392
29101;11.05.2021;;2;632783
31636;21.01.2022;;4;632783
27620;05.08.2020;;4;615277
26932;01.03.2020;;2;601011
35321;21.08.2023;;4;589746
26333;06.03.2020;;2;589322
27017;16.05.2020;;4;589322
29859;17.09.2021;;2;583411
32337;01.04.2022;;4;583411
26204;03.02.2020;;2;569153
35403;31.08.2023;;4;568502
25687;06.11.2019;;2;559746
25674;01.11.2019;;2;388558
1783;12.04.2012;;2;100128
35360;25.08.2023;;2;763598
11460;28.07.2017;;4;124094
32793;03.06.2022;;4;729344
32831;07.06.2022;;2;692592
34066;23.11.2022;;4;675286
29375;23.06.2021;;2;667439
29402;29.06.2021;;4;667439
19721;16.08.2018;;2;130257
27616;04.08.2020;;2;618101
27326;17.06.2020;;4;604038
26067;14.01.2020;;4;577052
27486;01.07.2020;;4;580745
27787;11.09.2020;;2;561899
17151;15.08.2017;;2;183712
17372;15.08.2017;;4;183712
24684;24.07.2019;;2;535095
30078;28.09.2021;;4;535095
20190;20.09.2018;;2;420497
21400;20.09.2018;;4;420497
33845;10.10.2022;;4;759659
36114;21.11.2023;;4;757908
36182;15.11.2023;;2;757908
35227;08.08.2023;;2;747559
33358;13.08.2022;;4;746663
32730;20.05.2022;;4;735311
32552;26.04.2022;;4;729192
35941;07.11.2023;;2;729192
32909;20.06.2022;;4;724883
34613;10.05.2023;;4;697924
35259;14.08.2023;;4;695665
31010;30.11.2021;;4;695069
30759;17.11.2021;;4;692819
33949;26.10.2022;;2;693182
34951;05.07.2023;;4;693182
30241;08.10.2021;;4;687101
29392;28.06.2021;;2;667010
34986;11.07.2023;;4;174924
27959;20.10.2020;;2;626957
28578;05.02.2021;;2;627224
34571;25.04.2023;;4;627224
25931;06.12.2019;;4;570690
25930;06.12.2019;;4;446336
25928;06.12.2019;;4;570695
25938;09.12.2019;;4;571473
25873;02.12.2019;;2;569810
34661;24.05.2023;;4;569810
31439;11.01.2022;;2;694701
32334;01.04.2022;;4;694701
30988;29.11.2021;;4;693895
30951;25.11.2021;;4;693764
30824;19.11.2021;;4;693375
33403;22.08.2022;;2;691927
36334;15.12.2023;;4;691927
30668;11.11.2021;;4;690023
33936;20.10.2022;;4;689840
30414;19.10.2021;;2;688460
30416;19.10.2021;;4;680900
29848;16.09.2021;;2;681496
31983;21.02.2022;;4;681496
29787;07.09.2021;;4;680996
35266;15.08.2023;;2;680996
32435;13.04.2022;;4;677037
34218;20.01.2023;;2;677378
29657;13.08.2021;;2;675901
35015;14.07.2023;;4;670451
32665;12.05.2022;;2;731798
32470;19.04.2022;;4;727071
32533;21.04.2022;;2;727071
35339;23.08.2023;;4;705542
30549;01.11.2021;;2;687113
29237;28.05.2021;;4;661772
29304;08.06.2021;;2;659280
29317;08.06.2021;;4;659280
28542;29.01.2021;;4;634964
28309;14.12.2020;;4;634650
33831;08.10.2022;;4;625143
26239;10.02.2020;;2;584590
25744;12.11.2019;;4;563167
34351;18.02.2022;;4;563165
24681;22.07.2019;;4;531731
25841;22.11.2019;;2;531731
24456;10.07.2019;;2;470049
33144;14.07.2022;;4;470049
4427;30.10.2015;;2;157863
26790;04.05.2020;;4;157863
10017;01.05.2017;;2;187878
3865;12.12.2014;;2;114216
9697;27.03.2017;;2;190158
16672;07.08.2017;;4;190158
19995;04.09.2018;;2;411210
34542;18.04.2023;;4;712236
35481;08.09.2023;;4;708096
35915;02.11.2023;;2;708096
33909;13.10.2022;;4;686156
29655;13.08.2021;;2;675401
36356;17.12.2023;;4;667477
33361;14.08.2022;;4;659719
33384;18.08.2022;;2;659719
1349;29.09.2011;;2;95256
14884;07.08.2017;;4;95256
28729;19.02.2021;;4;635158
29391;28.06.2021;;2;637507
33549;12.09.2022;;4;637507
26301;21.02.2020;;4;586854
35087;25.07.2023;;2;586854
21370;23.12.2018;;4;434840
25835;21.11.2019;;4;563473
25834;21.11.2019;;4;563467
35963;08.11.2023;;4;563397
25618;29.10.2019;;4;553880
30438;22.10.2021;;4;689887
30415;19.10.2021;;2;689550
30565;02.11.2021;;4;689550
30067;27.09.2021;;4;683355
31319;20.12.2021;;4;683007
29872;19.09.2021;;4;683278
29979;21.09.2021;;4;683171
30043;21.09.2021;;4;681996
29611;02.08.2021;;2;673267
29292;24.05.2021;;4;660100
28799;10.03.2021;;4;647263
28549;01.02.2021;;4;628465
28308;14.12.2020;;2;631165
32000;22.02.2022;;2;627278
33867;11.10.2022;;4;622814
26873;05.05.2020;;4;577533
25517;15.10.2019;;4;557565
32777;02.06.2022;;2;739408
34446;24.03.2023;;4;724603
